,age,job,marital,education,contact,month,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,deposit_approve
40036,41,admin.,divorced,university.degree,cellular,jul,128,2,no,0,nonexistent,-1.7,94.215,-40.3,0.7929999999999999,yes
40038,41,admin.,divorced,university.degree,cellular,jul,140,1,yes,2,success,-1.7,94.215,-40.3,0.7929999999999999,yes
40041,21,student,single,basic.9y,cellular,jul,209,2,no,0,nonexistent,-1.7,94.215,-40.3,0.797,yes
40042,46,admin.,married,high.school,cellular,jul,267,1,no,0,nonexistent,-1.7,94.215,-40.3,0.797,yes
40043,46,admin.,married,high.school,cellular,jul,335,3,no,2,failure,-1.7,94.215,-40.3,0.797,yes
40046,29,admin.,single,high.school,cellular,jul,319,1,no,0,nonexistent,-1.7,94.215,-40.3,0.797,yes
40048,46,admin.,married,high.school,cellular,jul,396,1,yes,2,success,-1.7,94.215,-40.3,0.797,yes
40049,43,self-employed,married,university.degree,cellular,jul,386,3,no,1,failure,-1.7,94.215,-40.3,0.797,yes
40050,83,housemaid,divorced,basic.4y,cellular,jul,667,2,yes,1,success,-1.7,94.215,-40.3,0.797,yes
40053,55,admin.,married,high.school,telephone,jul,229,1,yes,1,success,-1.7,94.215,-40.3,0.802,yes
40054,33,admin.,married,high.school,telephone,jul,398,2,no,1,failure,-1.7,94.215,-40.3,0.802,yes
40055,35,admin.,married,high.school,cellular,jul,273,2,yes,1,success,-1.7,94.215,-40.3,0.802,yes
40056,36,services,married,high.school,telephone,jul,276,2,no,0,nonexistent,-1.7,94.215,-40.3,0.802,yes
40057,34,admin.,single,high.school,cellular,jul,346,1,no,1,failure,-1.7,94.215,-40.3,0.802,yes
40060,75,retired,married,university.degree,cellular,jul,229,1,no,2,failure,-1.7,94.215,-40.3,0.81,yes
40061,29,admin.,single,high.school,cellular,jul,480,1,yes,1,success,-1.7,94.215,-40.3,0.81,yes
40062,37,admin.,married,high.school,cellular,jul,294,1,no,1,failure,-1.7,94.215,-40.3,0.81,yes
40064,25,services,single,high.school,telephone,jul,411,2,yes,4,success,-1.7,94.215,-40.3,0.81,yes
40065,21,student,single,unknown,telephone,jul,250,1,yes,1,success,-1.7,94.215,-40.3,0.81,yes
40067,21,student,single,unknown,cellular,jul,968,1,yes,2,failure,-1.7,94.215,-40.3,0.81,yes
40070,58,admin.,married,high.school,cellular,jul,414,2,no,0,nonexistent,-1.7,94.215,-40.3,0.81,yes
40071,25,admin.,single,high.school,cellular,jul,449,2,no,0,nonexistent,-1.7,94.215,-40.3,0.81,yes
40073,34,self-employed,single,university.degree,cellular,jul,967,3,no,0,nonexistent,-1.7,94.215,-40.3,0.81,yes
40077,34,admin.,married,university.degree,cellular,jul,344,1,no,2,failure,-1.7,94.215,-40.3,0.81,yes
40078,72,retired,married,basic.4y,cellular,jul,483,4,yes,1,success,-1.7,94.215,-40.3,0.8220000000000001,yes
40079,26,unemployed,married,high.school,cellular,jul,474,7,no,0,nonexistent,-1.7,94.215,-40.3,0.8220000000000001,yes
40083,46,admin.,married,university.degree,cellular,jul,341,3,no,0,nonexistent,-1.7,94.215,-40.3,0.8220000000000001,yes
40085,79,retired,married,basic.4y,cellular,jul,464,1,no,1,failure,-1.7,94.215,-40.3,0.8220000000000001,yes
40091,39,admin.,divorced,university.degree,cellular,jul,398,10,no,1,failure,-1.7,94.215,-40.3,0.8270000000000001,yes
40093,59,retired,divorced,basic.4y,cellular,jul,210,3,no,2,failure,-1.7,94.215,-40.3,0.8270000000000001,yes
40094,39,admin.,divorced,university.degree,cellular,jul,375,3,no,0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,yes
40097,35,technician,single,professional.course,cellular,jul,562,4,no,0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,yes
40098,62,technician,married,unknown,cellular,jul,220,3,no,1,failure,-1.7,94.215,-40.3,0.8270000000000001,yes
40101,27,admin.,single,university.degree,cellular,jul,537,1,no,0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,yes
40103,24,admin.,single,high.school,cellular,jul,452,1,yes,1,success,-1.7,94.215,-40.3,0.8270000000000001,yes
40104,19,student,single,basic.9y,telephone,jul,567,1,yes,2,success,-1.7,94.215,-40.3,0.8270000000000001,yes
40105,59,retired,divorced,basic.4y,cellular,jul,796,1,yes,1,success,-1.7,94.215,-40.3,0.8270000000000001,yes
40108,62,technician,married,unknown,cellular,jul,262,2,no,2,failure,-1.7,94.215,-40.3,0.8270000000000001,yes
40109,62,technician,married,unknown,cellular,jul,248,1,no,2,failure,-1.7,94.215,-40.3,0.8270000000000001,yes
40112,28,student,single,high.school,cellular,jul,250,2,yes,1,success,-1.7,94.215,-40.3,0.8270000000000001,yes
40114,73,retired,married,basic.4y,cellular,jul,305,1,no,0,nonexistent,-1.7,94.215,-40.3,0.835,yes
40115,29,admin.,single,high.school,cellular,jul,195,2,yes,3,success,-1.7,94.215,-40.3,0.835,yes
40116,22,services,single,professional.course,cellular,jul,363,1,no,1,failure,-1.7,94.215,-40.3,0.835,yes
40117,83,retired,married,university.degree,cellular,jul,178,1,yes,2,success,-1.7,94.215,-40.3,0.835,yes
40119,83,retired,married,university.degree,telephone,jul,617,1,yes,1,success,-1.7,94.215,-40.3,0.835,yes
40120,66,retired,married,high.school,cellular,jul,475,1,no,0,nonexistent,-1.7,94.215,-40.3,0.835,yes
40121,66,retired,married,high.school,cellular,jul,317,1,no,0,nonexistent,-1.7,94.215,-40.3,0.835,yes
40123,29,admin.,married,university.degree,cellular,jul,311,1,yes,1,success,-1.7,94.215,-40.3,0.835,yes
40125,31,unemployed,single,university.degree,cellular,jul,309,1,yes,3,success,-1.7,94.215,-40.3,0.835,yes
40126,35,technician,single,professional.course,cellular,jul,337,1,yes,1,success,-1.7,94.215,-40.3,0.835,yes
40127,35,technician,single,professional.course,cellular,jul,360,1,yes,2,success,-1.7,94.215,-40.3,0.835,yes
40128,22,services,single,professional.course,cellular,jul,256,3,no,1,failure,-1.7,94.215,-40.3,0.835,yes
40131,35,technician,single,professional.course,cellular,jul,577,6,yes,1,success,-1.7,94.215,-40.3,0.835,yes
40132,29,admin.,single,high.school,cellular,jul,272,3,yes,1,success,-1.7,94.215,-40.3,0.835,yes
40134,53,blue-collar,single,basic.9y,telephone,jul,413,1,yes,2,success,-1.7,94.215,-40.3,0.84,yes
40135,30,student,single,professional.course,cellular,jul,334,4,no,2,failure,-1.7,94.215,-40.3,0.84,yes
40137,29,technician,single,basic.9y,cellular,jul,603,1,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40138,53,blue-collar,single,basic.9y,cellular,jul,355,1,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40139,45,management,married,university.degree,cellular,jul,817,2,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40141,29,technician,single,basic.9y,telephone,jul,247,1,yes,1,success,-1.7,94.215,-40.3,0.84,yes
40143,29,admin.,single,university.degree,cellular,jul,276,1,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40144,34,services,married,basic.9y,cellular,jul,604,1,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40145,53,blue-collar,single,basic.9y,telephone,jul,897,2,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40146,35,admin.,married,university.degree,cellular,jul,287,2,no,1,failure,-1.7,94.215,-40.3,0.84,yes
40149,78,retired,married,unknown,cellular,jul,87,3,no,0,nonexistent,-1.7,94.215,-40.3,0.84,yes
40151,23,blue-collar,single,basic.9y,cellular,jul,268,5,no,1,failure,-1.7,94.215,-40.3,0.846,yes
40153,52,technician,married,basic.6y,cellular,jul,219,1,yes,1,success,-1.7,94.215,-40.3,0.846,yes
40154,50,management,married,university.degree,cellular,jul,367,1,no,0,nonexistent,-1.7,94.215,-40.3,0.846,yes
40155,37,services,married,high.school,cellular,jul,346,1,yes,2,success,-1.7,94.215,-40.3,0.846,yes
40156,28,services,single,high.school,cellular,jul,957,1,yes,1,success,-1.7,94.215,-40.3,0.846,yes
40157,32,services,single,unknown,cellular,jul,415,2,no,0,nonexistent,-1.7,94.215,-40.3,0.846,yes
40158,30,admin.,single,university.degree,cellular,jul,252,1,yes,2,success,-1.7,94.215,-40.3,0.846,yes
40161,20,student,single,basic.9y,cellular,jul,361,3,yes,3,success,-1.7,94.215,-40.3,0.846,yes
40162,80,retired,married,basic.4y,telephone,jul,552,2,no,0,nonexistent,-1.7,94.215,-40.3,0.846,yes
40163,70,retired,divorced,basic.4y,cellular,jul,390,2,yes,2,success,-1.7,94.215,-40.3,0.846,yes
40164,35,admin.,married,university.degree,cellular,jul,951,2,yes,1,success,-1.7,94.215,-40.3,0.846,yes
40165,23,blue-collar,single,basic.9y,cellular,jul,250,4,no,1,failure,-1.7,94.215,-40.3,0.846,yes
40167,28,self-employed,single,university.degree,cellular,jul,198,2,no,0,nonexistent,-1.7,94.215,-40.3,0.846,yes
40168,47,admin.,single,basic.9y,cellular,jul,392,2,yes,1,success,-1.7,94.215,-40.3,0.846,yes
40172,31,admin.,single,university.degree,cellular,jul,815,2,yes,2,success,-1.7,94.215,-40.3,0.861,yes
40175,44,admin.,married,unknown,cellular,jul,745,1,no,1,failure,-1.7,94.215,-40.3,0.861,yes
40177,60,admin.,married,university.degree,cellular,jul,316,1,yes,2,success,-1.7,94.215,-40.3,0.861,yes
40178,51,admin.,married,university.degree,cellular,jul,486,1,no,0,nonexistent,-1.7,94.215,-40.3,0.861,yes
40183,29,admin.,single,high.school,cellular,jul,268,2,yes,1,success,-1.7,94.215,-40.3,0.861,yes
40184,26,technician,single,university.degree,cellular,jul,806,3,yes,2,success,-1.7,94.215,-40.3,0.861,yes
40188,59,technician,married,professional.course,cellular,jul,457,2,yes,1,success,-1.7,94.215,-40.3,0.861,yes
40191,22,admin.,single,university.degree,telephone,jul,484,1,no,2,failure,-1.7,94.215,-40.3,0.87,yes
40192,56,technician,married,professional.course,cellular,jul,207,2,yes,1,success,-1.7,94.215,-40.3,0.87,yes
40193,49,technician,divorced,professional.course,cellular,jul,253,3,yes,1,success,-1.7,94.215,-40.3,0.87,yes
40196,72,retired,married,basic.4y,cellular,jul,268,1,no,0,nonexistent,-1.7,94.215,-40.3,0.87,yes
40197,78,retired,married,basic.4y,cellular,jul,173,2,no,1,failure,-1.7,94.215,-40.3,0.87,yes
40198,56,technician,married,professional.course,cellular,jul,230,2,no,1,failure,-1.7,94.215,-40.3,0.87,yes
40199,56,unemployed,divorced,basic.4y,cellular,jul,187,6,no,0,nonexistent,-1.7,94.215,-40.3,0.87,yes
40200,66,retired,married,basic.4y,cellular,jul,568,7,no,0,nonexistent,-1.7,94.215,-40.3,0.87,yes
40201,78,retired,married,basic.4y,cellular,jul,212,1,yes,2,success,-1.7,94.215,-40.3,0.87,yes
40202,29,admin.,married,university.degree,cellular,jul,173,3,no,0,nonexistent,-1.7,94.215,-40.3,0.87,yes
40203,30,technician,married,university.degree,cellular,jul,204,4,no,0,nonexistent,-1.7,94.215,-40.3,0.87,yes
40207,29,technician,single,professional.course,cellular,jul,178,2,yes,2,failure,-1.7,94.215,-40.3,0.8759999999999999,yes
40210,23,student,single,unknown,cellular,jul,165,2,yes,1,success,-1.7,94.215,-40.3,0.8759999999999999,yes
40212,62,retired,married,high.school,cellular,jul,355,2,no,0,nonexistent,-1.7,94.215,-40.3,0.8759999999999999,yes
40216,66,housemaid,married,basic.4y,telephone,jul,1008,2,no,0,nonexistent,-1.7,94.215,-40.3,0.8759999999999999,yes
40218,82,housemaid,divorced,basic.4y,cellular,jul,316,1,no,0,nonexistent,-1.7,94.215,-40.3,0.8809999999999999,yes
40220,72,retired,married,basic.6y,cellular,jul,143,1,no,0,nonexistent,-1.7,94.215,-40.3,0.8809999999999999,yes
40221,37,unemployed,single,university.degree,cellular,jul,314,1,yes,2,success,-1.7,94.215,-40.3,0.8809999999999999,yes
40223,24,technician,single,professional.course,cellular,jul,355,2,yes,1,success,-1.7,94.215,-40.3,0.884,yes
40225,52,admin.,married,university.degree,cellular,jul,942,1,no,0,nonexistent,-1.7,94.215,-40.3,0.884,yes
40226,24,services,single,high.school,cellular,jul,355,1,yes,2,success,-1.7,94.215,-40.3,0.884,yes
40228,64,admin.,married,high.school,cellular,jul,368,1,no,0,nonexistent,-1.7,94.215,-40.3,0.884,yes
40229,45,management,married,university.degree,cellular,jul,138,2,yes,2,success,-1.7,94.215,-40.3,0.884,yes
40230,40,management,married,university.degree,cellular,jul,321,4,no,0,nonexistent,-1.7,94.215,-40.3,0.884,yes
40231,30,admin.,single,university.degree,cellular,jul,248,1,no,0,nonexistent,-1.7,94.215,-40.3,0.884,yes
40234,60,admin.,married,basic.9y,cellular,jul,174,2,yes,2,failure,-1.7,94.215,-40.3,0.884,yes
40235,24,services,single,high.school,cellular,jul,860,2,yes,2,failure,-1.7,94.215,-40.3,0.884,yes
40238,31,student,single,university.degree,cellular,jul,608,3,yes,2,success,-1.7,94.215,-40.3,0.885,yes
40239,59,management,married,basic.4y,cellular,jul,351,3,no,0,nonexistent,-1.7,94.215,-40.3,0.885,yes
40240,42,unknown,single,university.degree,cellular,jul,366,6,no,0,nonexistent,-1.7,94.215,-40.3,0.885,yes
40241,31,student,single,university.degree,cellular,jul,350,2,no,0,nonexistent,-1.7,94.215,-40.3,0.885,yes
40243,24,technician,married,professional.course,cellular,jul,192,4,yes,1,success,-1.7,94.215,-40.3,0.885,yes
40244,42,unknown,single,university.degree,cellular,jul,513,1,no,2,failure,-1.7,94.215,-40.3,0.885,yes
40245,26,admin.,single,high.school,cellular,jul,251,1,no,1,failure,-1.7,94.215,-40.3,0.885,yes
40246,26,admin.,single,university.degree,cellular,jul,196,1,yes,3,failure,-1.7,94.215,-40.3,0.885,yes
40247,63,admin.,married,university.degree,cellular,jul,396,2,no,0,nonexistent,-1.7,94.215,-40.3,0.885,yes
40249,35,blue-collar,married,basic.9y,cellular,jul,275,1,yes,2,success,-1.7,94.215,-40.3,0.889,yes
40250,51,technician,married,high.school,cellular,jul,284,1,yes,3,success,-1.7,94.215,-40.3,0.889,yes
40251,65,management,married,university.degree,cellular,jul,183,1,no,2,failure,-1.7,94.215,-40.3,0.889,yes
40258,68,retired,married,university.degree,cellular,jul,546,2,no,1,failure,-1.7,94.215,-40.3,0.889,yes
40259,68,retired,married,university.degree,cellular,jul,414,2,yes,1,success,-1.7,94.215,-40.3,0.889,yes
40261,24,technician,single,professional.course,cellular,jul,607,3,yes,1,success,-1.7,94.215,-40.3,0.889,yes
40262,84,retired,divorced,basic.4y,cellular,jul,666,1,yes,2,success,-1.7,94.215,-40.3,0.893,yes
40263,32,admin.,single,university.degree,cellular,jul,527,1,no,0,nonexistent,-1.7,94.215,-40.3,0.893,yes
40265,23,student,single,unknown,cellular,jul,267,1,no,2,failure,-1.7,94.215,-40.3,0.893,yes
40266,52,admin.,married,professional.course,cellular,jul,606,1,no,0,nonexistent,-1.7,94.215,-40.3,0.893,yes
40272,52,admin.,married,professional.course,cellular,jul,287,2,yes,1,success,-1.7,94.215,-40.3,0.893,yes
40273,77,retired,married,basic.4y,cellular,jul,218,2,yes,1,success,-1.7,94.215,-40.3,0.893,yes
40275,48,housemaid,married,professional.course,cellular,jul,496,2,yes,2,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40276,68,retired,divorced,high.school,cellular,jul,340,1,yes,1,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40278,24,student,single,professional.course,cellular,jul,429,2,yes,3,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40279,25,self-employed,single,unknown,cellular,jul,844,5,no,2,failure,-1.7,94.215,-40.3,0.8959999999999999,yes
40280,57,blue-collar,married,basic.4y,cellular,jul,471,2,no,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,yes
40281,24,student,single,professional.course,cellular,jul,817,2,no,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,yes
40283,51,retired,divorced,high.school,cellular,jul,115,3,no,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,yes
40284,50,housemaid,married,basic.4y,cellular,jul,462,1,yes,1,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40286,48,housemaid,married,professional.course,cellular,jul,388,3,yes,1,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40287,26,technician,single,professional.course,cellular,jul,588,3,no,2,failure,-1.7,94.215,-40.3,0.899,yes
40289,76,unknown,married,unknown,telephone,jul,301,3,no,0,nonexistent,-1.7,94.215,-40.3,0.899,yes
40291,80,retired,divorced,basic.4y,cellular,jul,169,2,yes,2,success,-1.7,94.215,-40.3,0.899,yes
40292,34,admin.,divorced,university.degree,telephone,jul,332,3,no,1,failure,-1.7,94.215,-40.3,0.899,yes
40293,50,housemaid,married,basic.6y,cellular,jul,349,3,yes,2,success,-1.7,94.215,-40.3,0.899,yes
40294,50,entrepreneur,divorced,university.degree,cellular,jul,386,1,yes,3,success,-1.7,94.215,-40.3,0.899,yes
40295,31,technician,single,university.degree,cellular,jul,200,4,no,1,failure,-1.7,94.215,-40.3,0.899,yes
40296,51,admin.,married,university.degree,cellular,jul,396,4,no,1,failure,-1.7,94.215,-40.3,0.899,yes
40298,31,technician,single,university.degree,telephone,jul,426,1,yes,2,success,-1.7,94.215,-40.3,0.899,yes
40299,48,blue-collar,married,professional.course,telephone,jul,268,1,no,0,nonexistent,-1.7,94.215,-40.3,0.899,yes
40300,71,retired,married,basic.4y,cellular,jul,519,2,yes,3,failure,-1.7,94.215,-40.3,0.899,yes
40301,31,technician,single,university.degree,telephone,jul,270,1,yes,1,success,-1.7,94.215,-40.3,0.899,yes
40302,34,admin.,married,university.degree,cellular,jul,417,1,yes,3,success,-1.7,94.215,-40.3,0.899,yes
40305,27,services,single,high.school,cellular,jul,700,5,yes,2,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40309,37,management,married,university.degree,cellular,jul,292,1,yes,1,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40310,35,admin.,married,university.degree,telephone,jul,304,1,no,2,failure,-1.7,94.215,-40.3,0.8959999999999999,yes
40312,71,retired,married,basic.9y,cellular,jul,230,6,no,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,yes
40313,40,management,married,university.degree,telephone,jul,367,2,yes,2,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40315,37,admin.,married,university.degree,cellular,jul,1005,5,yes,2,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40317,40,management,married,university.degree,cellular,jul,955,1,yes,1,success,-1.7,94.215,-40.3,0.8959999999999999,yes
40328,53,services,married,basic.9y,cellular,aug,196,2,no,0,nonexistent,-1.7,94.027,-38.3,0.898,yes
40329,31,student,single,unknown,cellular,aug,868,3,yes,3,failure,-1.7,94.027,-38.3,0.898,yes
40335,62,retired,married,basic.4y,cellular,aug,317,1,yes,2,failure,-1.7,94.027,-38.3,0.898,yes
40336,67,retired,married,basic.4y,cellular,aug,341,2,yes,1,success,-1.7,94.027,-38.3,0.898,yes
40342,31,technician,single,unknown,cellular,aug,428,2,yes,3,success,-1.7,94.027,-38.3,0.898,yes
40345,27,admin.,single,university.degree,cellular,aug,249,1,no,0,nonexistent,-1.7,94.027,-38.3,0.899,yes
40347,64,retired,married,professional.course,cellular,aug,482,1,no,0,nonexistent,-1.7,94.027,-38.3,0.899,yes
40348,37,technician,single,university.degree,cellular,aug,481,2,no,4,failure,-1.7,94.027,-38.3,0.899,yes
40349,28,admin.,single,university.degree,cellular,aug,187,2,yes,2,success,-1.7,94.027,-38.3,0.899,yes
40350,28,unemployed,single,basic.9y,cellular,aug,261,1,no,1,failure,-1.7,94.027,-38.3,0.899,yes
40351,31,student,single,university.degree,cellular,aug,279,4,yes,2,success,-1.7,94.027,-38.3,0.899,yes
40352,47,services,divorced,unknown,cellular,aug,113,2,no,1,failure,-1.7,94.027,-38.3,0.899,yes
40355,40,admin.,married,high.school,cellular,aug,654,2,no,0,nonexistent,-1.7,94.027,-38.3,0.899,yes
40356,75,retired,married,unknown,telephone,aug,676,2,no,4,failure,-1.7,94.027,-38.3,0.899,yes
40357,30,student,single,high.school,cellular,aug,592,3,no,1,failure,-1.7,94.027,-38.3,0.899,yes
40358,21,student,single,high.school,cellular,aug,263,3,yes,2,success,-1.7,94.027,-38.3,0.899,yes
40359,58,blue-collar,married,basic.4y,cellular,aug,771,1,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40360,48,admin.,married,university.degree,cellular,aug,288,1,yes,3,success,-1.7,94.027,-38.3,0.9,yes
40362,35,technician,married,university.degree,cellular,aug,182,1,yes,3,failure,-1.7,94.027,-38.3,0.9,yes
40363,35,technician,married,university.degree,cellular,aug,560,1,no,0,nonexistent,-1.7,94.027,-38.3,0.9,yes
40364,27,student,single,university.degree,cellular,aug,651,1,yes,3,success,-1.7,94.027,-38.3,0.9,yes
40365,28,student,single,basic.9y,cellular,aug,178,1,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40366,61,retired,married,university.degree,telephone,aug,250,2,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40367,47,admin.,married,university.degree,cellular,aug,288,1,yes,2,failure,-1.7,94.027,-38.3,0.9,yes
40368,27,student,single,university.degree,cellular,aug,180,1,yes,3,success,-1.7,94.027,-38.3,0.9,yes
40370,59,unknown,married,unknown,cellular,aug,198,1,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40371,28,student,single,basic.9y,cellular,aug,139,1,yes,3,failure,-1.7,94.027,-38.3,0.9,yes
40373,18,student,single,unknown,cellular,aug,253,2,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40375,48,blue-collar,married,basic.9y,cellular,aug,296,1,yes,3,failure,-1.7,94.027,-38.3,0.9,yes
40377,34,admin.,married,university.degree,cellular,aug,250,1,yes,2,failure,-1.7,94.027,-38.3,0.9,yes
40379,18,student,single,unknown,cellular,aug,561,1,yes,2,failure,-1.7,94.027,-38.3,0.9,yes
40380,48,admin.,single,university.degree,cellular,aug,118,1,yes,2,success,-1.7,94.027,-38.3,0.9,yes
40381,47,admin.,married,university.degree,cellular,aug,470,1,yes,2,success,-1.7,94.027,-38.3,0.9,yes
40382,30,admin.,single,university.degree,cellular,aug,191,1,yes,2,success,-1.7,94.027,-38.3,0.9,yes
40384,44,services,divorced,basic.6y,cellular,aug,153,3,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40385,30,blue-collar,single,professional.course,cellular,aug,293,1,yes,1,success,-1.7,94.027,-38.3,0.9,yes
40387,41,admin.,divorced,high.school,cellular,aug,231,2,yes,2,success,-1.7,94.027,-38.3,0.904,yes
40389,26,unemployed,single,university.degree,cellular,aug,508,3,yes,2,success,-1.7,94.027,-38.3,0.904,yes
40391,26,unemployed,single,university.degree,cellular,aug,203,1,yes,3,success,-1.7,94.027,-38.3,0.904,yes
40392,48,admin.,divorced,university.degree,cellular,aug,544,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40394,41,admin.,divorced,high.school,cellular,aug,272,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40395,48,admin.,divorced,university.degree,cellular,aug,172,3,yes,6,success,-1.7,94.027,-38.3,0.904,yes
40398,47,admin.,married,high.school,cellular,aug,374,2,yes,1,success,-1.7,94.027,-38.3,0.904,yes
40399,31,student,single,unknown,cellular,aug,306,2,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40400,77,retired,married,basic.4y,cellular,aug,318,1,yes,4,failure,-1.7,94.027,-38.3,0.904,yes
40401,31,student,single,unknown,cellular,aug,375,2,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40402,41,entrepreneur,married,university.degree,cellular,aug,324,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40404,41,entrepreneur,married,university.degree,cellular,aug,736,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40406,37,management,married,high.school,cellular,aug,633,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40407,46,technician,married,professional.course,cellular,aug,245,2,no,4,failure,-1.7,94.027,-38.3,0.904,yes
40410,25,admin.,single,university.degree,cellular,aug,215,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40411,45,admin.,married,university.degree,cellular,aug,323,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40413,59,retired,married,professional.course,cellular,aug,303,2,yes,2,success,-1.7,94.027,-38.3,0.905,yes
40416,41,admin.,divorced,high.school,cellular,aug,258,2,yes,3,success,-1.7,94.027,-38.3,0.905,yes
40417,27,admin.,single,university.degree,cellular,aug,562,2,yes,3,success,-1.7,94.027,-38.3,0.905,yes
40418,59,retired,married,professional.course,cellular,aug,218,3,yes,1,success,-1.7,94.027,-38.3,0.905,yes
40419,41,admin.,divorced,high.school,cellular,aug,178,1,yes,2,success,-1.7,94.027,-38.3,0.905,yes
40420,41,admin.,divorced,high.school,cellular,aug,174,1,yes,3,failure,-1.7,94.027,-38.3,0.905,yes
40421,77,management,married,unknown,cellular,aug,160,1,yes,6,success,-1.7,94.027,-38.3,0.905,yes
40423,41,technician,divorced,university.degree,cellular,aug,366,2,yes,3,success,-1.7,94.027,-38.3,0.905,yes
40424,27,admin.,single,university.degree,cellular,aug,177,2,no,0,nonexistent,-1.7,94.027,-38.3,0.905,yes
40426,24,admin.,single,university.degree,cellular,aug,744,1,no,2,failure,-1.7,94.027,-38.3,0.905,yes
40427,64,retired,married,basic.4y,telephone,aug,245,3,no,0,nonexistent,-1.7,94.027,-38.3,0.905,yes
40428,64,unknown,married,unknown,telephone,aug,239,4,no,0,nonexistent,-1.7,94.027,-38.3,0.905,yes
40435,35,unemployed,married,high.school,cellular,aug,362,1,yes,1,success,-1.7,94.027,-38.3,0.904,yes
40439,29,services,single,university.degree,cellular,aug,265,1,yes,1,success,-1.7,94.027,-38.3,0.904,yes
40440,58,technician,married,basic.9y,cellular,aug,324,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40442,26,admin.,single,university.degree,cellular,aug,242,1,yes,5,success,-1.7,94.027,-38.3,0.904,yes
40443,53,management,married,university.degree,telephone,aug,97,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40446,55,admin.,divorced,high.school,cellular,aug,245,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40448,58,management,married,university.degree,cellular,aug,412,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40449,34,blue-collar,married,basic.9y,cellular,aug,447,1,no,1,failure,-1.7,94.027,-38.3,0.904,yes
40452,50,admin.,single,university.degree,cellular,aug,372,1,yes,2,success,-1.7,94.027,-38.3,0.904,yes
40454,65,retired,married,professional.course,cellular,aug,261,1,yes,3,success,-1.7,94.027,-38.3,0.904,yes
40457,31,admin.,married,university.degree,cellular,aug,164,1,no,0,nonexistent,-1.7,94.027,-38.3,0.904,yes
40458,70,retired,married,basic.4y,cellular,aug,356,3,yes,1,success,-1.7,94.027,-38.3,0.904,yes
40460,31,admin.,married,university.degree,cellular,aug,317,2,no,1,failure,-1.7,94.027,-38.3,0.904,yes
40461,55,admin.,divorced,high.school,cellular,aug,244,2,yes,3,success,-1.7,94.027,-38.3,0.904,yes
40465,61,admin.,married,university.degree,telephone,aug,425,1,yes,2,success,-1.7,94.027,-38.3,0.903,yes
40466,26,student,single,high.school,cellular,aug,233,1,yes,1,success,-1.7,94.027,-38.3,0.903,yes
40467,51,blue-collar,married,basic.9y,cellular,aug,237,1,yes,4,success,-1.7,94.027,-38.3,0.903,yes
40469,92,retired,married,unknown,cellular,aug,370,1,yes,4,success,-1.7,94.027,-38.3,0.903,yes
40470,75,retired,married,basic.4y,cellular,aug,248,2,yes,3,success,-1.7,94.027,-38.3,0.903,yes
